id,form,type,translation_lexeme,analysis,translation,mw_lexeme
3369.1,akza,word,Rudra,MW.akza.524 Voc.M.S,Rudra eyes[=rudrākṣa; W],of a son of Rāvaṇa
3373.1,tAnAt,word,"तान m.  a tone , tune, Bālar.",MW.tAna.83833 Abl.M.S,Slaughter[AV] from the Killer[√तन् अच्],
3373.1,Ahananam,word,Killer,MW.Ahanana.28305 Acc.M.S,Slaughter[AV] from the Killer[√तन् अच्],"आ-हनन n. the act of striking at, beating, KātyŚr."
3374.1,Kara,stem,harsh,MW.Kara.61341,O harsh[MBh] faced[R][=ghora śiva],"Ka/ra mfn. hard, harsh, rough, sharp, pungent, acid , MBh."
3374.1,Anana,word,faced,MW.Anana.24319 Voc.M.S,O harsh[MBh] faced[R][=ghora śiva],"the face, R."
3379.1,naran,word,bearer,DHATU.nF. KRT.Satf Voc.M.S,"O one who carries (bow, sword etc)[√नॄ शतृ; SR: bibharṣi]",
3383.1,yAya,word,wanderer,DHATU.yA. KRT.Ra Dat.M.S,O wanderer[√या ण],
3386.1,kAn,word,roarers,DHATU.kE. KRT.ac Acc.M.P,O roarers[√कै अच् vmp],
3389.1,tad,word,That,INDC.tad.82052,Those wise ones[VS],
3389.1,manavaH,word,wise,MW.manu.156870 Nom.M.P,Those wise ones[VS],"ma/nu mfn. thinking, wise, intelligent, VS."
3390.1,vara,stem,boons,MW.vara.186779.24,O Giver[śiś] of boons[RV],
3390.1,ra,word,Giver,MW.ra.173014 Voc.M.S,O Giver[śiś] of boons[RV],"2. ra  a cretic , Piṅg."
3394.1,rasa,stem,Soma,MW.rasa.175508,O Bearer[Mbh] of Soma[R],"N. of the number ‘six’, VarBṛS."
3394.1,vAhana,word,Soma,MW.vAhana.192731 Voc.M.S,O Bearer[Mbh] of Soma[R],"2. vA/hana mfn.  drawing, bearing, carrying, conveying, bringing &c., Kathās."
3427.1,Ama,stem,Cow,MW.Ama.25397,O who treats the Cow[RV] and bull[RV] equally,"N. of the cow , RV. iii, 30, 14, &c."
3427.1,vAha,stem,Cow,MW.vAha.192705,O who treats the Cow[RV] and bull[RV] equally,"वाह m. the act of drawing &c., MBh."
3427.1,sam,word,same,INDC.sam.232987,O who treats the Cow[RV] and bull[RV] equally,
3427.1,mAnaka,word,"मानक n. measure, weight, Hcat.",MW.mAnaka.162869 Voc.M.S,O who treats the Cow[RV] and bull[RV] equally,"मानक n. measure, weight, Hcat."
3453.1,Samam,word,of,MW.Sama.212917 Acc.M.S,Alleviation[MBh] of old age[RV],"alleviation or cure of disease, convalescence, W."
3453.1,jaram,word,old,MW.jara.77595 Acc.M.S,Alleviation[MBh] of old age[RV],"जर mfn. , ‘becoming old’, see अ-जर, अहर्-जरम्"
3455.1,aMSam,word,a's,MW.aMSa.10 Acc.M.S,The Portion[RV] of Prāṇa's[ChUp. 5.2.6] marrow[Suśr][MBh 13.161: Rudra consumes marrow],"अंश m. , a share, portion, part, party"
3455.1,ama,stem,marrow,MW.ama.13749,The Portion[RV] of Prāṇa's[ChUp. 5.2.6] marrow[Suśr][MBh 13.161: Rudra consumes marrow],"1. अम m. impetuosity, violence, strength, power, RV."
3455.1,majjasam,word,marrow,MW.majjas.154377 Acc.M.S,The Portion[RV] of Prāṇa's[ChUp. 5.2.6] marrow[Suśr][MBh 13.161: Rudra consumes marrow],"majjas n. = majjan, marrow, Suśr."
3456.1,tanva,word,served,MW.tanva.82603 Voc.M.S,Tanva has served[√अम्],तन्व m. N. of the author of a Sāman
3456.1,Amat,word,serve,DHATU.am TIN.laN.3.S,Tanva has served[√अम्],
3458.1,nAman,word,O,MW.nAman.105825 Voc.M.S,O Linga[=sign; RV],"नामन् n.  a characteristic mark or sign, form, nature, kind, manner, RV."
3459.1,rava,word,roarer,MW.rava.175305 Voc.M.S,O roarer[√रु] O protector[√छद् cover] from impermanence[Jaim],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3459.1,Cada,stem,roarer,MW.Cada.75460,O roarer[√रु] O protector[√छद् cover] from impermanence[Jaim],"छद m. a cover, covering , R. vii, 23, 4, 32"
3459.1,asTAna,word,"अ-स्थान n. non-permanency, inconstancy , Jaim.",MW.asTAna.21365 Voc.M.S,O roarer[√रु] O protector[√छद् cover] from impermanence[Jaim],"अ-स्थान n. non-permanency, inconstancy , Jaim."
3460.1,ama,stem,mighty,MW.ama.13749,O mighty one[RV] who draws a bow[√नम् शतृ][SR: आयच्छन्त्],"1. अम m. impetuosity, violence, strength, power, RV."
3460.1,naman,word,bow,DHATU.Rama~. KRT.Satf Nom.M.S,O mighty one[RV] who draws a bow[√नम् शतृ][SR: आयच्छन्त्],
3461.1,aSlezam,word,constellation,DHATU.Sliz TIN.laN.1.S,Hydra constellation[AV],
3462.1,rava,stem,Roarer's,MW.rava.175305,Roarer's[√रु] gift[RV],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3462.1,dAna,word,gift,MW.dAna.91247 Voc.M.S,Roarer's[√रु] gift[RV],"donation, gift , RV."
3463.1,datta,stem,gifted,MW.datta.89803,O one gifted[RV] with aloofness[RV 8.40.2],"दत्त n. a gift, donation, ChUp. v"
3463.1,vavraya,word,"to retire or shrink from, keep aloof, RV",MW.vavraya.188387 Voc.M.S,O one gifted[RV] with aloofness[RV 8.40.2],"to retire or shrink from, keep aloof, RV"
3465.1,anUna,stem,"to , Ragh",MW.anUna.7733,Saluting the undiminished[RV] driver[√अज् अच्](Aja = Name of Shiva),"to , Ragh"
3465.1,vaya,stem,Aja,MW.vaya.186461,Saluting the undiminished[RV] driver[√अज् अच्](Aja = Name of Shiva),"वय m.  one who weaves, a weaver, L."
3465.1,namana,word,Name,MW.namana.103838 Voc.M.S,Saluting the undiminished[RV] driver[√अज् अच्](Aja = Name of Shiva),"नमन n. bowing down, sinking, MārkP."
3467.1,Ahan,stem,Slayer,DHATU.A-han. KRT.kvip Voc.M.S,O killer[RV] of Vṛtra(cave possessor)[RV; śiś],
3467.1,vala,stem,cave,MW.vala.188076,O killer[RV] of Vṛtra(cave possessor)[RV; śiś],"1. वल m. ‘enclosure’, a cave, cavern, RV."
3467.1,ra,word,"giving, effecting, Śiś.",MW.ra.173017 Voc.M.S,O killer[RV] of Vṛtra(cave possessor)[RV; śiś],"giving, effecting, Śiś."
3468.1,ama,stem,mighty,MW.ama.13750,O powerful[RV] mighty one[RV],"depriving of sensation, fright, terror, RV."
3468.1,mahan,word,"महन् n. greatness, might, power, abundance , RV.",MW.mahan.159265 Voc.M.S,O powerful[RV] mighty one[RV],"महन् n. greatness, might, power, abundance , RV."
3469.1,tamata,word,desirous,MW.tamata.82889 Voc.M.S,"O desirous one[Uṇ; =prajāpati, PañcavBr]","तमत mfn. desirous of Uṇ. iii, 109, Sch."
3473.1,tatanaH,word,Expand,DHATU.tan TIN.let.2.s,"Pervade/Expand[RV 1.38.14 √तन् subj.], O Roarer[आ-√रु अच्]",
3473.1,Arava,word,Roarer,MW.Arava.26220 Voc.M.S,"Pervade/Expand[RV 1.38.14 √तन् subj.], O Roarer[आ-√रु अच्]","crash, sound, R. &c."
3474.1,tat,word,that,INDC.tat.81779,In that excellent[MBh] man[TS][=Indra RV 8.40.2 śaviṣṭham nṛṇām],
3474.1,naravare,word,excellent,MW.naravara.104121 Loc.M.S,In that excellent[MBh] man[TS][=Indra RV 8.40.2 śaviṣṭham nṛṇām],nara—vara m. an excellent m°
3477.1,anA,word,Hereby,INDC.anA.5420,indeed[RV] horse[RV] giver[RV],
3477.1,aSvada,word,horse,MW.aSvada.19913 Voc.M.S,indeed[RV] horse[RV] giver[RV],"अश्व—द mfn. giving horses, Mn. iv, 231."
3482.1,kAna,stem,"कान n. sound , L.",MW.kAna.47689.1,The roaring[√कै ल्युट्] killer[RV],
3482.1,han,word,killer,MW.han.260418 Voc.M.S,The roaring[√कै ल्युट्] killer[RV],"2. हन् mfn. killing, a killer, slayer"
3483.1,upya,stem,"to be scattered or sown, KātyŚr",MW.upya.186303,"O seed[KātyŚr] giver[√वम्], O Roarer[√भन्]","to be scattered or sown, KātyŚr"
3483.1,vama,word,giver,MW.vama.186419 Voc.M.S,"O seed[KātyŚr] giver[√वम्], O Roarer[√भन्]","वम m. = वाम, g. ज्वलादि."
3483.1,BaRa,word,Roarer,DHATU.BaR. KRT.ac Voc.M.S,"O seed[KātyŚr] giver[√वम्], O Roarer[√भण्]",
3484.1,ama,stem,mighty,MW.ama.13749,O mighty[RV] great[RV] one[SriRudram: ugaṇā tṛhatī],"1. अम m. impetuosity, violence, strength, power, RV."
3484.1,maha,word,mighty,MW.maha.159156 Voc.M.S,O mighty[RV] great[RV] one[SriRudram: ugaṇā tṛhatī],"maha/ m.  a feast, festival, MBh."
3485.1,damanavatam,word,who,MW.damana.90282 TAD.matup Acc.F.S,"She who has the Subduer[MBh,Pāṇ][दमनवत् afs]","self-restraint, W."
3487.1,muRan,word,promises,DHATU.muR. KRT.Satf Voc.M.S,O who promises[मुण् शतृ] and protects[√छद् र],
3487.1,ca,word,promises,INDC.ca.70283,O who promises[मुण् शतृ] and protects[√छद् र],
3487.1,Dara,word,O,MW.Dara.99748 Voc.M.S,O who promises[मुण् शतृ] and protects[√छद् र],"धर mfn.  bearing, supporting , MBh."
3488.1,dala,stem,Splitter,MW.dala.90703,"The Splitter (with arrows, Rudra)[Suśr, MBh; SR: avabhindate]","a half , VarBṛS."
3488.1,haraH,word,Rudra,MW.hara.260680 Nom.M.S,"The Splitter (with arrows, Rudra)[Suśr, MBh; SR: avabhindate]","of a monkey, R."
3489.1,namana,word,Saluting,MW.namana.103839 Voc.M.S,Saluting[MārkP],"bending , Sāh."
3490.1,anarva,stem,O,MW.anarva.5239,O unstoppable[RV] killer[RV],"to be limited, not to be obstructed, irresistible, RV"
3490.1,han,word,killer,MW.han.260418 Voc.M.S,O unstoppable[RV] killer[RV],"2. हन् mfn. killing, a killer, slayer"
3494.1,ralara,word,Roaring,USER|rala-ra| Voc.M.S,O Roaring[cf रलरोल:HPariś; cf:रल VarBṛS] Swift[Kāv] one,
3494.1,raya,word,Swift,MW.raya.175252 Voc.M.S,O Roaring[cf रलरोल:HPariś; cf:रल VarBṛS] Swift[Kāv] one,"quick motion, speed, swiftness , Kāv."
3496.1,vawa,stem,tree,MW.vawa.185182,O Well[RV] extended[आ-√तन् घञ्] Banyan tree[MBh],"N. of a Tīrtha, Viṣṇ."
3496.1,A,stem,O,MW.A.22011.1,O Well[RV] extended[आ-√तन् घञ्] Banyan tree[MBh],"also of compassion or pain , and of assent, L."
3496.1,tAna,word,Banyan,MW.tAna.82923 Voc.M.S,O Well[RV] extended[आ-√तन् घञ्] Banyan tree[MBh],"तान m.  a tone , tune, Bālar."
3496.1,kam,word,Well,MW.kam.43756 Nom.M.S,O Well[RV] extended[आ-√तन् घञ्] Banyan tree[MBh],"1. कम् ind.  well , TS."
3498.1,dahana,stem,shroud,MW.dahana.91171,cremation[BhP] shroud[BhP],"दहन m. the numeral three, VarBṛS."
3498.1,Cadam,word,cremation,MW.Cada.75464 Acc.M.S,cremation[BhP] shroud[BhP],"cf. अ-युक्-, कर-, कर्कश-, &c."
3501.1,ahata,stem,unblemished,MW.ahata.21643,O unblemished[Bhp; Sivagīta niṣkala] excellent one[MBh],"unblemished, unsoiled, BhP."
3501.1,vara,word,one,MW.vara.186563 Voc.M.S,O unblemished[Bhp; Sivagīta niṣkala] excellent one[MBh],"stopping, checking, RV. i, 143, 5."
3502.1,A,stem,from,MW.A.22015.35,The one from the depths[RV][SR: budhniya],"from, RV. i, 30, 21"
3502.1,nivatam,word,"ni-va/t f. depth, any deep place or valley , RV.",MW.nivat.110197 Acc.F.S,The one from the depths[RV][SR: budhniya],"ni-va/t f. depth, any deep place or valley , RV."
3504.1,ravARa,word,रवाण See under √ 1. रु.,MW.ravARa.175328 Voc.M.S,roaring[√रु Ved],रवाण See under √ 1. रु.
3508.1,amatram,word,mighty,MW.amatra.13760 Acc.M.S,The mighty one[=Indra; RV 1.61.9],"अमत्र mfn. violent, strong, firm, RV. i, 61, 9 and iv, 23, 6"
3511.1,ASavam,word,"ASava See p. 158, col. 1.",MW.ASava.27434 Acc.M.S,The swift[Pāṇ] one who meditates[√मन् अच्],"ASava See p. 158, col. 1."
3511.1,manam,word,meditates,MW.mana.156712 Acc.M.S,The swift[Pāṇ] one who meditates[√मन् अच्],"1. मन m. Indian spikenard, Nardostachys Jatamansi, L."
3512.1,A,word,one who breathes,DHATU.ana~. KRT.kvip Nom.M.S,"Completely[RV] worshipping[√नम् शतृ], O Prāṇa[√अन् =Rudra]",
3512.1,An,word,Prāṇa,DHATU.ana~. KRT.kvip Voc.M.S,"Completely[RV] worshipping[√नम् शतृ], O Prāṇa[√अन् =Rudra]",
3512.1,naman,word,worshipping,DHATU.Rama~. KRT.Satf Nom.M.S,"Completely[RV] worshipping[√नम् शतृ], O Prāṇa[√अन् =Rudra]",
3513.1,rava,word,Roarer,DHATU.ru. KRT.ac Voc.M.S,"O Roarer[√रु अच्], O powerful[RV] destroyer[Hariv]",
3513.1,ama,stem,powerful,MW.ama.13749,"O Roarer[√रु अच्], O powerful[RV] destroyer[Hariv]","1. अम m. impetuosity, violence, strength, power, RV."
3513.1,dahana,word,Roarer,MW.dahana.91179 Voc.M.S,"O Roarer[√रु अच्], O powerful[RV] destroyer[Hariv]","cauterising, Suśr."
3516.1,aYja,stem,annointing,DHATU.anjU~. KRT.ac Voc.M.S,The annointing[√अञ्ज् अच्] Vamra[Name],
3516.1,vamram,word,Vamra,MW.vamra.186456 Acc.M.S,The annointing[√अञ्ज् अच्] Vamra[Name],"vamra/ m. N. of a man, RV. ."
3519.1,svavaSam,word,willing,MW.svavaSa.258202 Acc.M.S,willing[MBh] respects[MārkP],"to one's self or to one's own will, independent, free , MBh"
3519.1,namana,word,"नमन mfn. bending, bowing , Śiś. vi, 30",MW.namana.103837 Voc.M.S,willing[MBh] respects[MārkP],"नमन mfn. bending, bowing , Śiś. vi, 30"
3521.1,rava,word,Roarer,DHATU.ru. KRT.ac Voc.M.S,O Roarer[√रु अच्] O beneficent one[TS],
3521.1,Amana,word,Sickness,MW.Amana.25439 Voc.M.S,O Roarer[√रु अच्] O beneficent one[TS],
3525.1,kam,word,"1. कम् ind.  well , TS.",MW.kam.43756.1 Nom.M.S,"O holder[RV] of knowledge[RV,MBh][brahmaṇaspati]",
3525.1,mata,stem,knowledge,MW.mata.156636,"O holder[RV] of knowledge[RV,MBh][brahmaṇaspati]","knowledge, W."
3525.1,DAna,word,"धान mfn. containing, holding",MW.DAna.100750 Voc.M.S,"O holder[RV] of knowledge[RV,MBh][brahmaṇaspati]","धान mfn. containing, holding"
3529.1,satAt,word,"1. sa/ta m. n. a kind of sacrificial vessel, VS.",MW.sata Abl.M.S,"From the sacrificial vessel[VS], I brought hither[आ-√वह् लङ् 1s], annointing well[RV 1.64.1 सम्-√अञ्ज् शतृ]",
3529.1,Avaham,word,the,MW.Avaha.27051 Acc.M.S,"From the sacrificial vessel[VS], I brought hither[आ-√वह् लङ् 1s], annointing well[RV 1.64.1 सम्-√अञ्ज् शतृ]","to pass, producing"
3529.1,sam,stem,"to be disturbed , Dhātup",MW.sam,"From the sacrificial vessel[VS], I brought hither[आ-√वह् लङ् 1s], annointing well[RV 1.64.1 सम्-√अञ्ज् शतृ]",
3529.1,aYjan,word,annoint,DHATU.anjU~. KRT.Satf Nom.M.S,"From the sacrificial vessel[VS], I brought hither[आ-√वह् लङ् 1s], annointing well[RV 1.64.1 सम्-√अञ्ज् शतृ]",
3536.1,yUpa,word,sacrificial,MW.yUpa.172270 Voc.M.S,sacrificial post[RV],"N. of a partic. conjunction of the class Ākṛti-yoga , VarBṛS."
3537.1,kam,word,Excellent,MW.kam.43756.1 Nom.M.S,O excellent[RV] honored[MBh] one,
3537.1,mAna,word,O,MW.mAna.161764 Voc.M.S,O excellent[RV] honored[MBh] one,"मान See p. 809, col. 3."
3538.1,A,stem,meditating,MW.A.22012,The almighty[Nir] meditating one[√मान् अच्],"3. A m. N. of Śiva, L."
3538.1,sahana,stem,meditating,MW.sahana.240001,The almighty[Nir] meditating one[√मान् अच्],sahana m.
3538.1,mAnam,word,meditating,MW.mAna.162719 Acc.M.S,The almighty[Nir] meditating one[√मान् अच्],"1. मान m.  opinion, notion, conception, idea, Tattvas."
3550.1,naman,word,bending,DHATU.Rama~. KRT.Satf Nom.M.S,O (bow) bending[√नम् शतृ] killer[आ-√हन् अच्],
3550.1,A,stem,O,MW.A.22011.1,O (bow) bending[√नम् शतृ] killer[आ-√हन् अच्],"also of compassion or pain , and of assent, L."
3550.1,hAna,word,killer,MW.hAna.262517 Voc.M.S,O (bow) bending[√नम् शतृ] killer[आ-√हन् अच्],"want, lack, Kap."
3551.1,Sam,word,O,MW.Sam Nom.M.S,"Bless[RV] (us), O knower[√मन् अच्]",
3551.1,mana,word,O,MW.mana.156713 Voc.M.S,"Bless[RV] (us), O knower[√मन् अच्]","N. of a son of Śambara, Hariv. ."
3552.1,dahan,word,destroying,DHATU.dah. KRT.Satf Voc.M.S,O destroying[√दह् शतृ] roarer[roar giver = तन् घञ् र śis],
3552.1,tAna,stem,O,MW.tAna.83833,O destroying[√दह् शतृ] roarer[roar giver = तन् घञ् र śis],
3552.1,ra,word,1. ra the 2nd semivowel .,MW.ra.173008 Voc.M.S,O destroying[√दह् शतृ] roarer[roar giver = तन् घञ् र śis],1. ra the 2nd semivowel .
3552.2,A,stem,earth,MW.A.22015.50,O Rudras on earth[upa=earth śBr 2.3.4.9; Sri Rudram: rudrā adhi bhūmyām],"moreover, further, and  In classical Sanskṛt it may denote the limit ‘to’, ‘until’, ‘as far as’, ‘from’, either not including the object named or including it  e.g. A-maraRam or A-maraRAt, ‘till death’, Pañcat."
3552.2,upa,word,earth,USER|upa=earth śBr 2.3.4.9; Sri Rudram: rudrā adhi bhūmyām|Voc.M.S,O Rudras on earth[upa=earth śBr 2.3.4.9; Sri Rudram: rudrā adhi bhūmyām],
3553.2,tAna,stem,braids,MW.tAna.82923,The destroying[√तन् अच्] one who ties[√यु अच्] (braids),"तान m.  a tone , tune, Bālar."
3553.2,yava,word,who,MW.yava.170654 Voc.M.S,The destroying[√तन् अच्] one who ties[√यु अच्] (braids),"speed, velocity, W."
3554.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,mine certainly[Ved],
3554.1,aTA,word,"अथ or अथा , ind.  an auspicious and inceptive particle , now",MW.aTA.3531.1 Nom.F.S,mine certainly[Ved],
3556.2,rava,stem,Roarer,DHATU.ru. KRT.ac Voc.M.S,The Roarer[√रु अच्] oblation[Hariv],
3556.2,mAKam,word,oblation,MW.mAKa.161941 Acc.M.S,The Roarer[√रु अच्] oblation[Hariv],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
3557.1,tala,stem,O,MW.tala.83503,O formless[RV] Shiva[MBh],"तल  n.  surface, level, flat roof , MBh. &c."
3557.1,amAna,word,"अ-मान n. = 2. अ-मा, Nyāyam.",MW.amAna.14037 Voc.M.S,O formless[RV] Shiva[MBh],"अ-मान n. = 2. अ-मा, Nyāyam."
3559.1,dahanEH,word,fires,MW.dahana.91170 Ins.M.P,By the (three) fires[MBh],"दहन m. fire , Agni, Kauś."
3559.2,usrIH,word,morning-lights,MW.usri.37922 Acc.F.P,morning-lights[RV afp],"u/sri f. morning light, brightness, RV. ix, 65, 1"
3560.1,rapAn,word,speakers,DHATU.rap. KRT.ac Acc.F.P,The speakers[√रप् अच्],
3561.1,rava,word,Roarer,DHATU.ru. KRT.ac Voc.M.S,O Roarer[√रु अच्] who annoints[√अञ्ज् शतृ] me,
3561.1,mAm,word,to me,PRON.asmad. Acc.M.S,O Roarer[√रु अच्] who annoints[√अञ्ज् शतृ] me,
3561.1,aYjan,word,annoints,DHATU.anjU~. KRT.Satf Voc.M.S,O Roarer[√रु अच्] who annoints[√अञ्ज् शतृ] me,
3562.1,anane,word,"anana n. breathing, living, Nir.",MW.anana.4785 Loc.M.S,In the one who breathes[√अन् शतृ],"anana n. breathing, living, Nir."
3565.5,varRa,stem,lustre,MW.varRa.187290,born of lustre[MBh],"वर्ण m. . ) a covering, cloak, mantle, L."
3565.5,ja,word,born,MW.ja.76157 Voc.M.S,born of lustre[MBh],"born or produced , Mn. x, 25"
3569.1,baBAsa,word,wandering,DHATU.Bas TIN.liw.1.S,May the wandering[Pāṇ] Prāṇa[ŚBr](=Shiva) shine[√भस् लिट् 1s],
3569.1,ana,stem,May,MW.ana.4783,May the wandering[Pāṇ] Prāṇa[ŚBr](=Shiva) shine[√भस् लिट् 1s],"अन m. breath, respiration, ŚBr."
3569.1,cara,word,wandering,MW.cara.72176 Voc.M.S,May the wandering[Pāṇ] Prāṇa[ŚBr](=Shiva) shine[√भस् लिट् 1s],"movable, shaking, unsteady, W."
3571.1,rA,word,Amorous play ,DHATU.rE. KRT.ac Voc.M.S,O Roarer[√रै अच्] O striker[RV 1.052.15],
3571.1,Ahana,word,O striker,DHATU.A-han. KRT.ac Voc.M.S,O Roarer[√रै अच्] O striker[RV 1.052.15],
3572.1,saha,stem,mighty,MW.saha.239969,O mighty[RV] roarer[√मञ्ज् शतृ],"1. सह mfn. powerful, mighty, RV."
3572.1,maYjana,word,roarer,DHATU.maYja~. KRT.lyuw Voc.M.S,O mighty[RV] roarer[√मञ्ज् शतृ],
3573.1,jAm,word,conquering,MW.jA.76163 Acc.M.S,The conquering[√मन्थ अच्] destroyer[√जै अच्],"ifc. a daughter, MBh. &c."
3573.1,maTam,word,Destroyer,DHATU.maT. KRT.ac Acc.M.S,The conquering[√मन्थ अच्] destroyer[√जै अच्],
3574.1,rava,stem,Roarer's,MW.rava.175305,from the Roarer's[√रु अच्] protection[RV abl],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3574.1,SaraRAt,word,from,MW.SaraRa.213667 Abl.M.S,from the Roarer's[√रु अच्] protection[RV abl],SaraRa/ f. N. of various plants &c.
3576.1,ama,stem,mighty,MW.ama.13749,O mighty[RV] roarer[√मञ्ज् शतृ],"1. अम m. impetuosity, violence, strength, power, RV."
3576.1,maYjana,word,roarer,DHATU.maYja~. KRT.lyuw Voc.M.S,O mighty[RV] roarer[√मञ्ज् शतृ],
3578.1,tad,stem,are,INDC.tad.82048,You are[√अस्] indeed in a wonderful[RV] state,
3578.1,dasme,word,wonderful,MW.dasma.91132 Loc.M.S,You are[√अस्] indeed in a wonderful[RV] state,"दस्म mfn.  accomplishing wonderful deeds, wonderful, extraordinary, RV."
3578.1,asi,word,a,MW.asI.21020 Voc.M.S,You are[√अस्] indeed in a wonderful[RV] state,"असी f.  N. of a river , MBh. vi, 338."
3579.1,Danam,stem,wealth,MW.Dana.99260 CMP,"O granter of wealth[RV], O destroyer[RV]","any valued object,  wealth, riches,  property, money, treasure, gift, RV. &c. &c."
3579.1,da,word,"द m. n. a gift, L.",MW.da.89220 Voc.M.S,"O granter of wealth[RV], O destroyer[RV]","द m. n. a gift, L."
3579.1,han,word,"to strike, beat , pound, hammer , strike &c",MW.han.260297.1 Voc.M.S,"O granter of wealth[RV], O destroyer[RV]",
3580.1,Arava,stem,"crash, sound, R. &c.",MW.Arava.26220,The roaring[Pāṇ] creator[RV],"crash, sound, R. &c."
3580.1,jAna,word,The,MW.jAna Voc.M.S,The roaring[Pāṇ] creator[RV],
3581.1,nASaya,word,destroy,DHATU.nAS. TIN.lot.2.S,destroy (prayer)[√नश् लोट् 2s],
3582.1,ahasam,word,soul,DHATU.has TIN.laN.1.S,The soul[Up.] of the day[RV],
3582.1,param,word,soul,MW.param.116043 Nom.M.S,The soul[Up.] of the day[RV],"I will, so be it, Divyāv."
3583.1,mAna,stem,O,MW.mAna.161764,O honored[Mbh] Destroyer[आ-√मी अच्],"मान See p. 809, col. 3."
3583.1,A,stem,O,MW.A.22011.1,O honored[Mbh] Destroyer[आ-√मी अच्],"also of compassion or pain , and of assent, L."
3583.1,maya,word,O,MW.maya.157986 Voc.M.S,O honored[Mbh] Destroyer[आ-√मी अच्],"N. of various teachers and authors , Cat."
3584.1,nASa,word,attain,DHATU.RaSa~. KRT.Ric.ac Voc.M.S,O one who makes me attain[√नश् णिचि अच्],
3589.1,A,stem,indeed,MW.A.22011,O covered[RV] one indeed[RV][SR: uṣṇīṣin],"2. A ind. a particle of reminiscence, Pāṇ. i, 1, 14"
3589.1,vasman,stem,covered,MW.vasman.189094,O covered[RV] one indeed[RV][SR: uṣṇīṣin],"1. वस्मन् n.  a cover, garment, RV. iv, 13, 4."
3589.1,aTa,word,Thus,INDC.aTa.3531,O covered[RV] one indeed[RV][SR: uṣṇīṣin],
3595.1,anarva,word,O,MW.anarva.5239 Voc.M.S,O undecaying one[RV 1.164.2],"to be limited, not to be obstructed, irresistible, RV"
3604.1,rava,word,roarer,MW.rava.175305 Voc.M.S,O Rudra[√रु अच्] the ever[RV] roarer[√मञ्ज् अच्],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3604.1,maYja,word,roarer,DHATU.maYja~. KRT.ac Voc.M.S,O Rudra[√रु अच्] the ever[RV] roarer[√मञ्ज् अच्],
3604.1,sma,word,ever,INDC.sma.257061,O Rudra[√रु अच्] the ever[RV] roarer[√मञ्ज् अच्],
3611.1,rava,stem,roar,MW.rava.175305,The Roarer's[√रु अच्] voice/roar[RV],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3611.1,svaram,word,voice,MW.svara.259870 Acc.M.S,The Roarer's[√रु अच्] voice/roar[RV],"voice, Mn."
3613.1,cara,stem,wandering,MW.cara.72176,O wandering[Pāṇ] killer[√जष् शतृ],"movable, shaking, unsteady, W."
3613.1,A,stem,O,MW.A.22011.1,O wandering[Pāṇ] killer[√जष् शतृ],"also of compassion or pain , and of assent, L."
3613.1,jazan,word,killing,DHATU.jaz. KRT.Satf Voc.M.S,O wandering[Pāṇ] killer[√जष् शतृ],
3614.1,rarasa,word,praise,DHATU.ras TIN.liw.1.S,May I praise[Naigh; √रस् लिट् 1s],
3615.1,ama,stem,mighty,MW.ama.13749,O mighty[RV] consumer[वर्ण = √वृण् घञ् ; MBh],"1. अम m. impetuosity, violence, strength, power, RV."
3615.1,varRa,stem,mighty,MW.varRa.187290,O mighty[RV] consumer[वर्ण = √वृण् घञ् ; MBh],"वर्ण m. . ) a covering, cloak, mantle, L."
3615.1,Acara,word,roam,DHATU.A-car. KRT.ac Voc.M.S,O mighty[RV] consumer[वर्ण = √वृण् घञ् ; MBh],
3618.1,naktan,word,night,MW.naktan.102788 Voc.N.S,night[RV 6.104.18],"नक्तन् , night, RV. vii, 104, 18."
3619.1,Ana,stem,nose,MW.Ana.24316,"(Sarasvati's) nose[RV] severer[MBh] [Daksha Yajna, VayuP]","exhaling the breath through the nose, T."
3619.1,hara,word,nose,MW.hara.260678 Voc.M.S,"(Sarasvati's) nose[RV] severer[MBh] [Daksha Yajna, VayuP]","हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
3620.1,mAnan,word,Honorer,DHATU.mAn. KRT.Satf Nom.M.S,O Honorer[√मान् शतृ],
3621.1,sAha,stem,mighty,MW.sAha.243578,O mighty[RV] beloved[MBh] one who holds[MBh] the (life) knot[Megh] [SR: prāṇānāṃ granthiḥ],"1. साह mfn.  powerful, mighty, RV."
3621.1,vallaBa,stem,life,MW.vallaBa.188287,O mighty[RV] beloved[MBh] one who holds[MBh] the (life) knot[Megh] [SR: prāṇānāṃ granthiḥ],"supreme, superintending, L."
3621.1,badDA,stem,mighty,MW.badDa.142526 TAD.A,O mighty[RV] beloved[MBh] one who holds[MBh] the (life) knot[Megh] [SR: prāṇānāṃ granthiḥ],"folded , Mṛcch."
